node,degree,shell_index,closeness,betweenness,eigenvector
1,8,5,0.3233233233233233,105.1715040983416,0.0018034533489007544
2,44,14,0.4151670951156813,1101.932788404184,0.009919138463655346
3,13,7,0.3473118279569892,493.7357354282924,0.002930419193494607
4,19,10,0.38044758539458184,855.6010858543326,0.004283260770610141
5,4,4,0.3378661087866109,178.18942074098823,9.017285613935733E-4
6,10,8,0.30879541108986613,84.33708371543355,0.0022543608983692635
7,4,4,0.3210735586481113,0.555952380952381,9.017315023208436E-4
8,8,6,0.3473118279569892,378.73094808745816,0.0018034332666569358
9,32,12,0.42112125162972625,1226.1020623892366,0.007213896861969596
10,25,12,0.39438339438339437,828.0010924656143,0.005635805225296918
11,7,6,0.2748936170212766,4.021892785025126,0.0015778786000996115
12,7,6,0.3428874734607219,96.96695947355985,0.0015780171555928191
14,5,5,0.3151219512195122,49.77628987368853,0.0011271573576484913
15,6,5,0.3319630010277492,212.44230057546562,0.0013526091752575518
16,36,15,0.37126436781609196,1443.625787584911,0.00811477837800649
17,22,15,0.3375130616509927,29.01711421795347,0.0049589522449427345
18,25,18,0.3817966903073286,273.4219650527426,0.005635670149425902
19,7,5,0.30732635585157,55.18356298116622,0.0015780120730693355
20,8,6,0.36746302616609783,119.90081182159966,0.001803452151945786
21,39,14,0.4183937823834197,2460.7344699394325,0.00879192142657005
22,15,7,0.35223555070883317,1136.3402889170986,0.00338148287025406
23,24,13,0.3649717514124294,270.55616750237624,0.005410447297518833
24,5,4,0.30158730158730157,21.82564295451914,0.001127165292872558
25,23,14,0.3755813953488372,482.92073071960175,0.005184999424367483
26,22,18,0.35416666666666663,74.70575092727933,0.004959400848570365
27,6,6,0.3185404339250493,0.2222222222222222,0.0013526114233767732
28,7,5,0.2758326216908625,8.681450500933165,0.0015780411250657241
29,12,6,0.33264675592173015,211.76940059601534,0.002705200798268769
30,9,5,0.36538461538461536,556.1385643132933,0.002028869296177614
31,3,3,0.24732006125574274,21.991442492094937,6.762874189333353E-4
32,19,14,0.36621315192743764,18.489488310210564,0.004283263707850084
33,43,18,0.4594594594594595,2803.460476518394,0.009693459289424411
34,12,8,0.3808962264150943,660.2452654773647,0.002705181084702132
35,7,5,0.2758326216908625,8.681450500933165,0.0015780411250657241
36,3,2,0.3004651162790698,101.553608525179,6.762738438206616E-4
37,9,5,0.30414312617702444,287.36575211885815,0.0020289253691576866
38,36,14,0.4205729166666667,2295.9487853481032,0.008115653667270998
39,25,15,0.3378661087866109,296.3700801066606,0.005635190064781057
40,12,8,0.3461950696677385,174.52554664388109,0.0027052306363445897
41,4,3,0.2777300085984523,49.47005521880404,9.017276944976125E-4
42,32,18,0.42952127659574474,1533.2601580428232,0.007213711067438746
43,4,3,0.3018691588785047,278.1939829624689,9.017354622287693E-4
44,8,5,0.3368091762252346,329.24759008637983,0.0018034827202037303
46,21,12,0.38224852071005916,440.77215550315634,0.004734111451407015
47,4,4,0.3198019801980198,26.573510139783878,9.017327645682905E-4
48,6,5,0.33128205128205124,44.73814748355288,0.0013526099877416878
49,33,14,0.39583333333333337,358.50070088285287,0.00743934570256481
50,18,12,0.35611907386990077,241.6017938359816,0.004057788867430849
51,38,14,0.425,1876.8850069901748,0.008566507072175543
52,14,8,0.2957875457875458,70.69612299281323,0.003156119169761083
53,2,2,0.27465986394557823,6.941304360698266,4.508589936947679E-4
54,18,8,0.3704128440366972,1173.6656224880326,0.004057830144372907
55,5,5,0.3013059701492537,64.56787038584872,0.0011271229931175291
56,32,14,0.4261213720316623,1111.1596489104497,0.007213882200371995
57,4,4,0.34806034482758624,243.26643210376724,9.017281279703228E-4
58,12,7,0.302717900656045,297.8217748018754,0.0027051707357600764
59,25,18,0.3704128440366972,60.21208024406849,0.005635688488402592
60,8,5,0.2952468007312614,322.097720484117,0.0018034896832438562
61,11,7,0.34143763213530653,233.39349970174416,0.002479532794719158
62,9,7,0.3282520325203252,56.02466355817558,0.002028917298810222
63,9,8,0.37689614935822635,144.62440002733555,0.002028906253744845
64,12,12,0.32364729458917835,196.23449814206228,0.002704901171879613
65,2,2,0.27989601386481805,53.952264448160896,4.5086765028771504E-4
66,19,14,0.37689614935822635,771.3964655360965,0.00428284656511843
67,5,5,0.2960586617781852,1.3882996632996631,0.001127169642699798
68,22,12,0.3716915995397008,539.8707852365669,0.0049595234961872185
69,9,6,0.2999071494893222,89.88774697488218,0.0020288777418370433
70,33,14,0.39534883720930236,1144.4233711761312,0.007439289923294654
71,6,5,0.30243445692883897,182.8661445477348,0.0013526183565461005
72,19,12,0.39294403892944035,803.5261756789777,0.0042832104810960215
73,6,6,0.3282520325203252,1.5762899259049479,0.0013526117765016268
74,20,14,0.3592880978865406,86.0210393627097,0.004508568516270173
75,18,14,0.35032537960954446,25.866396053945518,0.004057836815174977
76,7,6,0.3432518597236982,189.29531012191677,0.0015779669194565555
77,10,7,0.30850047755491883,145.3896537488043,0.0022542863442775746
78,52,18,0.4335570469798658,3886.769546575284,0.011721752800124507
79,3,3,0.32364729458917835,0.0,6.763040232244132E-4
80,12,8,0.29390354868061874,256.91364105609915,0.0027052407336187584
81,15,8,0.3896260554885404,729.1740435175934,0.0033815102943832135
82,29,12,0.39729397293972935,684.4458107256365,0.0065375463863144665
83,15,11,0.3859020310633214,210.714087926064,0.003381514129991398
84,2,2,0.3185404339250493,0.0,4.508625709915661E-4
85,15,11,0.35416666666666663,89.74490381827187,0.0033815276078660917
86,6,6,0.3507057546145494,4.210178223590639,0.0013526079652099795
87,36,14,0.38868832731648617,405.54097600137004,0.008115668014050928
88,16,8,0.29742173112338854,141.62155593164334,0.0036069943729136497
89,10,8,0.28234265734265734,36.01674684461376,0.002254377898887198
90,23,15,0.36008918617614266,626.8118205404542,0.005184429368712114
91,6,5,0.32299999999999995,57.32136223877266,0.0013526110282227274
92,16,8,0.32139303482587067,324.3253263154958,0.0036069967456292366
93,29,18,0.3716915995397008,640.8634532610732,0.006537398700381151
94,30,18,0.39827373612823674,413.6999575403238,0.0067628348613457566
95,34,14,0.4012422360248447,437.48859207324045,0.0076647810265847195
96,12,11,0.3246231155778894,16.32641300808023,0.002705225707589497
97,4,4,0.3058712121212121,1.1696812583584724,9.017402668097845E-4
98,6,6,0.3499458288190682,14.762826484133265,0.0013526075079794784
99,35,14,0.4002478314745973,879.5131482774606,0.00789022089320465
100,11,10,0.3354101765316719,69.64855590393853,0.0024797655819770712
101,16,12,0.36538461538461536,152.05711135337637,0.003606935535716879
102,6,6,0.3488120950323974,57.12326567287428,0.001352591746650303
103,24,14,0.3738425925925926,136.7067792433828,0.0054104405681702885
104,14,9,0.3580931263858093,393.02855775005713,0.0031559821164552
105,7,5,0.31573802541544477,54.72119091280038,0.0015780274532620907
106,5,4,0.31573802541544477,69.36466704001916,0.0011271594401282173
107,8,7,0.3226773226773227,32.059366660425184,0.0018034831223396114
108,22,14,0.3545554335894621,431.88201096770797,0.004959576157382364
109,28,12,0.3987654320987654,684.1631451452571,0.006312128650149882
110,20,14,0.3649717514124294,313.0413039158629,0.004508683872851402
111,25,18,0.37470997679814383,97.54229898560853,0.005635686346235037
112,7,6,0.337160751565762,125.5432565844312,0.001578009400372786
113,25,15,0.33964248159831756,276.57284481348756,0.005635185503440061
114,13,7,0.3565121412803532,265.1929732867299,0.002930651087030873
115,5,5,0.30471698113207546,40.17364821691986,0.0011271521291510008
116,4,3,0.2904676258992806,11.265129436170433,9.017383507562323E-4
117,3,2,0.26302931596091206,326.74828453206504,6.763105509077109E-4
118,17,12,0.3549450549450549,233.62458684885675,0.0038323881839620695
119,6,5,0.3226773226773227,61.40278729890711,0.0013525967625350084
120,29,15,0.34768568353067814,623.4882691435498,0.006536825320389297
121,3,3,0.33367768595041325,131.08613575039476,6.762935576263465E-4
123,3,2,0.3191699604743083,201.70615217152394,6.762967845702652E-4
124,19,12,0.36998854524627717,588.9142726493474,0.004283194754868547
125,31,14,0.39486552567237165,288.7690303342885,0.006988479232939736
126,5,4,0.2621753246753247,19.359275207900936,0.0011271839826306328
127,1,1,0.20718409236690186,0.0,2.2543353149746386E-4
128,21,18,0.3592880978865406,43.47047550945769,0.00473397453625734
129,3,3,0.2928377153218495,24.07669698960816,6.76240872407479E-4
130,5,4,0.3090909090909091,81.71417760299322,0.0011271557996950373
131,3,3,0.24303987960872833,45.52096958834405,6.762885079356796E-4
132,5,5,0.33264675592173015,57.04829760060769,0.0011271542898426867
133,7,5,0.3058712121212121,55.55059466337265,0.001578024946024301
134,10,9,0.33471502590673574,8.392172317748484,0.002254346241210418
135,25,14,0.4012422360248447,657.2276758713967,0.005635716681845569
136,22,18,0.3691428571428571,33.66719210551833,0.004959400103471694
137,12,7,0.3223552894211577,572.9296549187952,0.002705184940057656
138,25,14,0.35223555070883317,119.54251596023502,0.005635879451987734
139,1,1,0.27892918825561314,0.0,2.2542849021244302E-4
140,2,2,0.28787878787878785,4.0801896227418055,4.508660294320278E-4
141,19,15,0.33471502590673574,83.30232333607428,0.004282741211421863
142,24,18,0.35888888888888887,43.58012151402514,0.005410255168621515
143,1,1,0.2250871080139373,0.0,2.2541851276996263E-4
144,27,18,0.3716915995397008,88.0298677560302,0.006086542546420331
145,26,14,0.4151670951156813,495.63789376487284,0.005861299972797331
146,28,14,0.3915151515151515,310.2272716852971,0.006312160886156438
147,24,15,0.3364583333333333,114.78201987103397,0.0054097584798333985
148,7,5,0.3198019801980198,67.56827487911018,0.0015780218167931672
149,16,14,0.35730088495575224,277.3745503370848,0.0036069477101728187
150,18,14,0.33964248159831756,20.237213689008676,0.004057836801536593
